tournament,tier,archive_index,species,form,held_item,move_1,move_2,move_3,move_4,nature,ev_distribution,ev_hp,ev_attack,ev_defense,ev_speed,ev_sp_attack,ev_sp_defense,player_ivs,opponent_ivs,ability_rule,gender_rule,friendship,availability,trainer_ids,trainer_id_classes,ability_slots,sex_vector,ev_mask,record_form_no,national_dex
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),626,Toxicroak,Default,Focus Sash,Sludge Bomb,Focus Blast,Shadow Ball,Dark Pulse,Modest,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 107/87/143),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"82,83,88,89,148,149,162,163,170,171,198",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),107/87/143,127,0x18,0,454
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),627,Gothitelle,Default,Kee Berry,Charm,Safeguard,Psychic,Charge Beam,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 119/172/23),PID-derived species ratio (sex_vector=191),255,Battle Tree NPC / Battle Agency,"82,83,142,143,148,149",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),119/172/23,191,0x11,0,576
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),628,Reuniclus,Default,Colbur Berry,Calm Mind,Psychic,Focus Blast,Shadow Ball,Quiet,255 Defense / 255 Sp. Atk,0,0,255,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 142/98/144),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,79,80,93,94,95,144,145,176,177",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),142/98/144,127,0x14,0,579
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),629,Bisharp,Default,Chople Berry,Iron Head,Night Slash,Low Sweep,Sucker Punch,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 128/39/46),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"82,83,85,86,142,143,148,149,170,171,182,183,192,198",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),128/39/46,127,0x0a,0,625
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),630,Abomasnow,Default,Focus Sash,Blizzard,Sheer Cold,Focus Blast,Ice Shard,Quiet,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 117/117/43),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"82,83,142,143,201",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),117/117/43,127,0x11,0,460
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),631,Nidoqueen,Default,Black Sludge,Sludge Bomb,Earth Power,Flamethrower,Ice Beam,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 38/79/125),Female-only,255,Battle Tree NPC / Battle Agency,"76,77,79,80,121,148,149,164,165,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),38/79/125,254,0x11,0,31
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),632,Nidoking,Default,Black Sludge,Earth Power,Sludge Bomb,Protect,Fire Blast,Modest,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 38/79/125),Male-only,255,Battle Tree NPC / Battle Agency,"76,77,79,80,121,148,149,164,165,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),38/79/125,0,0x18,0,34
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),633,Cradily,Default,Leftovers,Sandstorm,Toxic,Protect,Earthquake,Relaxed,255 HP / 255 Defense,255,0,255,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 21/21/114),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"70,71,73,74,91,92,140,141,164,165,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),21/21/114,31,0x05,0,346
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),634,Armaldo,Default,Life Orb,X-Scissor,Rock Slide,Earthquake,Iron Defense,Adamant,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 4/4/33),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"82,83,88,89,100,101,154,156,164,165,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),4/4/33,31,0x21,0,348
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),635,Rampardos,Default,Choice Scarf,Head Smash,Earthquake,Brick Break,Iron Head,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 104/104/125),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"82,83,158,159,164,165,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),104/104/125,31,0x0a,0,409
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),636,Bastiodon,Default,Leftovers,Stone Edge,Fissure,Double Team,Iron Defense,Careful,255 HP / 255 Sp. Def,255,0,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 5/5/43),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"77,80,142,143,164,165,170,171,176,177,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),5/5/43,31,0x21,0,411
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),637,Shiinotic,Default,Leftovers,Moonblast,Giga Drain,Strength Sap,Spore,Relaxed,255 HP / 255 Defense,255,0,255,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 35/27/44),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"85,86,88,89,110,111,127,144,145,176,177,182,183",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),35/27/44,127,0x05,0,756
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),638,Mismagius,Default,Ghostium Z,Dazzling Gleam,Shadow Ball,Thunderbolt,Destiny Bond,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 26/26/26),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"85,86,144,145",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),26/26/26,127,0x18,0,429
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),639,Carracosta,Default,Damp Rock,Rain Dance,Waterfall,Rock Slide,Earthquake,Adamant,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 116/5/33),PID-derived species ratio (sex_vector=31),255,Battle Tree NPC / Battle Agency,"85,86,88,89,100,101,154,156,164,165,178,179,180,181,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),116/5/33,31,0x0a,0,565
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),640,Escavalier,Default,Life Orb,Megahorn,Iron Defense,Poison Jab,Iron Head,Brave,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 68/75/142),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"85,86,142,143,176,177",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),68/75/142,127,0x03,0,589
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),641,Accelgor,Default,Focus Sash,U-turn,Bug Buzz,Focus Blast,Final Gambit,Timid,255 HP / 255 Speed,255,0,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 93/60/84),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,84,87,104,105,150,151",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),93/60/84,127,0x09,0,617
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),642,Salazzle,Default,Focus Sash,Fire Blast,Sludge Bomb,Nasty Plot,Fake Out,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 212/212/12),Female-only,255,Battle Tree NPC / Battle Agency,"85,86,148,149,152,153,162,163,180,181,197,199",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),212/212/12,254,0x18,0,758
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),643,Drifblim,Default,Ghostium Z,Shadow Ball,Thunderbolt,Tailwind,Destiny Bond,Timid,255 Defense / 255 Speed,0,0,255,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 106/84/138),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"85,86,144,145",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),106/84/138,127,0x0c,0,426
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),644,Toucannon,Default,Sitrus Berry,Beak Blast,Roost,Rock Blast,Bullet Seed,Impish,255 HP / 255 Defense,255,0,255,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 51/92/125),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"85,86,144,145,200",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),51/92/125,127,0x05,0,733
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),645,Oranguru,Default,Mental Herb,Psychic,Shadow Ball,Focus Blast,Trick Room,Sassy,255 Sp. Atk / 255 Sp. Def,0,0,0,0,255,255,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 39/140/180),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,93,94,95,110,111,140,141,201",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),39/140/180,127,0x30,0,765
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),646,Komala,Default,Focus Sash,Flail,Earthquake,Sucker Punch,Play Rough,Adamant,255 Attack / 255 Sp. Def,0,255,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 213/213/213),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,79,80,144,145",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),213/213/213,127,0x22,0,775
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),647,Muk,Alolan,Liechi Berry,Crunch,Belch,Shadow Sneak,Stone Edge,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 143/82/223),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"85,86,121,148,149,162,163,195",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),143/82/223,127,0x03,1,89
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),648,Gengar,Default,Payapa Berry,Shadow Ball,Energy Ball,Dazzling Gleam,Round,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 130/130/130),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"85,86,121,148,149,160,161,162,163,197",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),130/130/130,127,0x18,0,94
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),649,Ampharos,Default,Chesto Berry,Thunder Wave,Charge Beam,Hyper Beam,Rest,Modest,255 HP / 255 Sp. Atk,255,0,0,0,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 9/9/57),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"73,74,82,83,118,122,142,143,164,165",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),9/9/57,127,0x11,0,181
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),650,Politoed,Default,Chesto Berry,Waterfall,Earthquake,Belly Drum,Rest,Careful,255 Attack / 255 Sp. Def,0,255,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 11/6/2),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"82,83,88,89,100,101,144,145,154,156,162,163,180,181",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),11/6/2,127,0x22,0,186
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),651,Pinsir,Default,Pinsirite,X-Scissor,Superpower,Stone Edge,Thrash,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 52/104/153),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"85,86,117,184,185,198",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),52/104/153,127,0x0a,0,127
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),652,Scizor,Default,Life Orb,Swords Dance,Bullet Punch,Reversal,U-turn,Brave,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 68/101/135),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"84,85,86,87,117,142,143,170,171,184,185",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),68/101/135,127,0x03,0,212
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),653,Heracross,Default,Coba Berry,Megahorn,Stone Edge,Facade,Shadow Claw,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 68/62/153),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"82,83,117,170,171",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),68/62/153,127,0x0a,0,214
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),654,Ursaring,Default,Toxic Orb,Facade,Close Combat,Crunch,Protect,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 62/95/127),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"70,71,73,74,170,171",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),62/95/127,127,0x03,0,217
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),655,Houndoom,Default,Air Balloon,Flamethrower,Shadow Ball,Sludge Bomb,Will-O-Wisp,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 48/18/127),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"85,86,148,149,182,183,192",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),48/18/127,127,0x18,0,229
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),656,Tsareena,Default,Assault Vest,Trop Kick,Payback,High Jump Kick,Play Rough,Adamant,255 Attack / 255 Sp. Def,0,255,0,0,0,255,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 102/214/175),Female-only,255,Battle Tree NPC / Battle Agency,"78,81,123,144,145,200",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),102/214/175,254,0x22,0,763
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),657,Wailord,Default,Leftovers,Waterfall,Fissure,Aqua Ring,Curse,Careful,255 Defense / 255 Sp. Def,0,0,255,0,0,255,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 41/12/46),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"76,77,79,80,180,181",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),41/12/46,127,0x24,0,321
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),658,Passimian,Default,Choice Scarf,Close Combat,Earthquake,U-turn,Rock Slide,Adamant,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 222/222/128),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"82,83,170,171,202",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),222/222/128,127,0x0a,0,766
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),659,Bronzong,Default,Quick Claw,Rock Slide,Gyro Ball,Earthquake,Explosion,Adamant,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 26/85/134),Genderless,255,Battle Tree NPC / Battle Agency,"82,83,110,111,142,143,178,179",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),26/85/134,255,0x03,0,437
Battle Tree,Battle Legend/featured IDs 190-205 (31 IV) / Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),660,Drapion,Default,Scope Lens,Cross Poison,Night Slash,Fire Fang,Earthquake,Jolly,255 Attack / 255 Speed,0,255,0,255,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 4/97/51),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"82,83,121,148,149,162,163,192",Battle Legend/featured IDs 190-205 (31 IV); Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),4/97/51,127,0x0a,0,452
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),661,Crabominable,Default,Sitrus Berry,Close Combat,Ice Hammer,Stone Edge,Earthquake,Careful,255 HP / 255 Attack,255,255,0,0,0,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 52/89/83),PID-derived species ratio (sex_vector=127),255,Battle Tree NPC / Battle Agency,"82,83,162,163,182,183",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),52/89/83,127,0x03,0,740
Battle Tree,Trainer IDs 70-89 (27 IV) / Trainer IDs 90-189 (31 IV),662,Ninetales,Default,Wide Lens,Fire Blast,Dark Pulse,Hypnosis,Energy Ball,Timid,255 Speed / 255 Sp. Atk,0,0,0,255,255,0,31 in every stat (Battle Agency/rental constructor),"27,31 in every stat (trainer-ID dependent)",Random ability index 0/1/2 (personal slots 18/18/70),PID-derived species ratio (sex_vector=191),255,Battle Tree NPC / Battle Agency,"76,77,78,79,80,81,108,109,144,145,155,157,172,175,180,181,182,183",Trainer IDs 70-89 (27 IV); Trainer IDs 90-189 (31 IV),18/18/70,191,0x18,0,38
